1,2,-1.360000,-1.360000,-1.360000,0
1,3,1.360000,1.360000,-1.360000,0
1,4,-1.360000,1.360000,1.360000,0
1,5,1.360000,-1.360000,1.360000,0
2,1,1.360000,1.360000,1.360000,0
2,6,-1.360000,1.360000,-1.360000,2
2,7,1.360000,-1.360000,-1.360000,2
2,8,-1.360000,-1.360000,1.360000,2
3,1,-1.360000,-1.360000,1.360000,0
3,9,-1.360000,1.360000,-1.360000,0
3,10,1.360000,-1.360000,-1.360000,0
3,11,1.360000,1.360000,1.360000,0
4,1,1.360000,-1.360000,-1.360000,0
4,25,-1.360000,1.360000,-1.360000,2
5,1,-1.360000,1.360000,-1.360000,0
5,19,1.360000,-1.360000,-1.360000,2
5,20,-1.360000,-1.360000,1.360000,2
5,21,1.360000,1.360000,1.360000,2
6,2,1.360000,-1.360000,1.360000,2
6,12,-1.360000,-1.360000,-1.360000,2
6,13,1.360000,1.360000,-1.360000,2
6,14,-1.360000,1.360000,1.360000,2
7,2,-1.360000,1.360000,1.360000,2
7,26,1.360000,1.360000,-1.360000,2
7,27,1.360000,-1.360000,1.360000,2
8,2,1.360000,1.360000,-1.360000,2
8,28,1.360000,-1.360000,1.360000,2
9,3,1.360000,-1.360000,1.360000,0
9,13,-1.360000,-1.360000,-1.360000,2
9,15,1.360000,1.360000,-1.360000,2
9,16,-1.360000,1.360000,1.360000,2
10,3,-1.360000,1.360000,1.360000,0
10,26,-1.360000,-1.360000,-1.360000,2
10,29,1.360000,1.360000,-1.360000,2
10,30,1.360000,-1.360000,1.360000,2
11,3,-1.360000,-1.360000,-1.360000,0
11,31,1.360000,1.360000,-1.360000,2
11,32,1.360000,-1.360000,1.360000,2
12,6,1.360000,1.360000,1.360000,2
13,6,-1.360000,-1.360000,1.360000,2
13,9,1.360000,1.360000,1.360000,2
13,17,-1.360000,1.360000,-1.360000,2
13,18,1.360000,-1.360000,-1.360000,2
14,6,1.360000,-1.360000,-1.360000,2
14,25,1.360000,1.360000,1.360000,2
15,9,-1.360000,-1.360000,1.360000,2
15,22,-1.360000,1.360000,-1.360000,2
15,23,1.360000,-1.360000,-1.360000,2
15,24,1.360000,1.360000,1.360000,2
16,9,1.360000,-1.360000,-1.360000,2
16,25,-1.360000,-1.360000,1.360000,2
17,13,1.360000,-1.360000,1.360000,2
17,33,1.360000,1.360000,-1.360000,2
18,13,-1.360000,1.360000,1.360000,2
18,26,1.360000,-1.360000,1.360000,2
18,34,1.360000,1.360000,-1.360000,2
19,5,-1.360000,1.360000,1.360000,2
19,27,-1.360000,-1.360000,-1.360000,2
19,30,1.360000,1.360000,-1.360000,2
20,5,1.360000,1.360000,-1.360000,2
20,28,-1.360000,-1.360000,-1.360000,2
21,5,-1.360000,-1.360000,-1.360000,2
21,32,1.360000,1.360000,-1.360000,2
22,15,1.360000,-1.360000,1.360000,2
22,33,-1.360000,-1.360000,-1.360000,2
23,15,-1.360000,1.360000,1.360000,2
23,29,1.360000,-1.360000,1.360000,2
23,34,-1.360000,-1.360000,-1.360000,2
24,15,-1.360000,-1.360000,-1.360000,2
24,31,1.360000,-1.360000,1.360000,2
25,4,1.360000,-1.360000,1.360000,2
25,14,-1.360000,-1.360000,-1.360000,2
25,16,1.360000,1.360000,-1.360000,2
26,7,-1.360000,-1.360000,1.360000,2
26,10,1.360000,1.360000,1.360000,2
26,18,-1.360000,1.360000,-1.360000,2
27,7,-1.360000,1.360000,-1.360000,2
27,19,1.360000,1.360000,1.360000,2
27,35,-1.360000,-1.360000,1.360000,2
28,8,-1.360000,1.360000,-1.360000,2
28,20,1.360000,1.360000,1.360000,2
28,35,1.360000,-1.360000,-1.360000,2
29,10,-1.360000,-1.360000,1.360000,2
29,23,-1.360000,1.360000,-1.360000,2
29,36,1.360000,1.360000,1.360000,2
30,10,-1.360000,1.360000,-1.360000,2
30,19,-1.360000,-1.360000,1.360000,2
30,37,1.360000,1.360000,1.360000,2
31,11,-1.360000,-1.360000,1.360000,2
31,24,-1.360000,1.360000,-1.360000,2
31,36,1.360000,-1.360000,-1.360000,2
32,11,-1.360000,1.360000,-1.360000,2
32,21,-1.360000,-1.360000,1.360000,2
32,37,1.360000,-1.360000,-1.360000,2
33,17,-1.360000,-1.360000,1.360000,2
33,22,1.360000,1.360000,1.360000,2
33,38,1.360000,-1.360000,-1.360000,2
34,18,-1.360000,-1.360000,1.360000,2
34,23,1.360000,1.360000,1.360000,2
34,38,-1.360000,1.360000,-1.360000,2
35,27,1.360000,1.360000,-1.360000,2
35,28,-1.360000,1.360000,1.360000,2
36,29,-1.360000,-1.360000,-1.360000,2
36,31,-1.360000,1.360000,1.360000,2
36,39,1.360000,-1.360000,1.360000,2
37,30,-1.360000,-1.360000,-1.360000,2
37,32,-1.360000,1.360000,1.360000,2
37,39,1.360000,1.360000,-1.360000,2
38,33,-1.360000,1.360000,1.360000,2
38,34,1.360000,-1.360000,1.360000,2
39,36,-1.360000,1.360000,-1.360000,2
39,37,-1.360000,-1.360000,1.360000,2
