1,2,-1.360000,-1.360000,-1.360000,2
1,3,1.360000,1.360000,-1.360000,2
1,4,-1.360000,1.360000,1.360000,2
1,5,1.360000,-1.360000,1.360000,2
2,1,1.360000,1.360000,1.360000,2
2,25,-1.360000,-1.360000,1.360000,2
3,1,-1.360000,-1.360000,1.360000,2
3,15,-1.360000,1.360000,-1.360000,2
3,16,1.360000,-1.360000,-1.360000,2
3,17,1.360000,1.360000,1.360000,2
4,1,1.360000,-1.360000,-1.360000,2
4,6,-1.360000,1.360000,-1.360000,2
4,7,-1.360000,-1.360000,1.360000,2
4,8,1.360000,1.360000,1.360000,2
5,1,-1.360000,1.360000,-1.360000,2
5,18,1.360000,-1.360000,-1.360000,2
5,19,-1.360000,-1.360000,1.360000,2
5,20,1.360000,1.360000,1.360000,2
6,4,1.360000,-1.360000,1.360000,2
6,27,1.360000,1.360000,-1.360000,2
6,28,-1.360000,1.360000,1.360000,2
7,4,1.360000,1.360000,-1.360000,2
7,9,-1.360000,-1.360000,-1.360000,2
7,10,-1.360000,1.360000,1.360000,2
7,11,1.360000,-1.360000,1.360000,2
8,4,-1.360000,-1.360000,-1.360000,2
8,26,1.360000,-1.360000,1.360000,2
8,29,1.360000,1.360000,-1.360000,2
8,30,-1.360000,1.360000,1.360000,2
9,7,1.360000,1.360000,1.360000,2
9,25,1.360000,-1.360000,-1.360000,2
10,7,1.360000,-1.360000,-1.360000,2
10,12,-1.360000,1.360000,-1.360000,2
10,13,-1.360000,-1.360000,1.360000,2
10,14,1.360000,1.360000,1.360000,2
11,7,-1.360000,1.360000,-1.360000,2
11,19,1.360000,-1.360000,-1.360000,2
11,21,-1.360000,-1.360000,1.360000,2
11,22,1.360000,1.360000,1.360000,2
12,10,1.360000,-1.360000,1.360000,2
12,28,1.360000,1.360000,-1.360000,2
13,10,1.360000,1.360000,-1.360000,2
13,31,1.360000,-1.360000,1.360000,2
14,10,-1.360000,-1.360000,-1.360000,2
14,30,1.360000,1.360000,-1.360000,2
14,32,1.360000,-1.360000,1.360000,2
15,3,1.360000,-1.360000,1.360000,2
15,27,-1.360000,1.360000,1.360000,2
16,3,-1.360000,1.360000,1.360000,2
16,33,1.360000,-1.360000,1.360000,2
17,3,-1.360000,-1.360000,-1.360000,2
17,29,-1.360000,1.360000,1.360000,2
17,34,1.360000,-1.360000,1.360000,2
18,5,-1.360000,1.360000,1.360000,2
18,33,1.360000,1.360000,-1.360000,2
19,5,1.360000,1.360000,-1.360000,2
19,11,-1.360000,1.360000,1.360000,2
19,23,-1.360000,-1.360000,-1.360000,2
19,24,1.360000,-1.360000,1.360000,2
20,5,-1.360000,-1.360000,-1.360000,2
20,26,-1.360000,1.360000,1.360000,2
20,34,1.360000,1.360000,-1.360000,2
21,11,1.360000,1.360000,-1.360000,2
21,31,-1.360000,1.360000,1.360000,2
22,11,-1.360000,-1.360000,-1.360000,2
22,26,1.360000,1.360000,-1.360000,2
22,32,-1.360000,1.360000,1.360000,2
23,19,1.360000,1.360000,1.360000,2
23,25,-1.360000,1.360000,-1.360000,2
24,19,-1.360000,1.360000,-1.360000,2
25,2,1.360000,1.360000,-1.360000,2
25,9,-1.360000,1.360000,1.360000,2
25,23,1.360000,-1.360000,1.360000,2
26,8,-1.360000,1.360000,-1.360000,2
26,20,1.360000,-1.360000,-1.360000,2
26,22,-1.360000,-1.360000,1.360000,2
27,6,-1.360000,-1.360000,1.360000,2
27,15,1.360000,-1.360000,-1.360000,2
27,35,1.360000,1.360000,1.360000,2
28,6,1.360000,-1.360000,-1.360000,2
28,12,-1.360000,-1.360000,1.360000,2
28,36,1.360000,1.360000,1.360000,2
29,8,-1.360000,-1.360000,1.360000,2
29,17,1.360000,-1.360000,-1.360000,2
29,35,-1.360000,1.360000,-1.360000,2
30,8,1.360000,-1.360000,-1.360000,2
30,14,-1.360000,-1.360000,1.360000,2
30,36,-1.360000,1.360000,-1.360000,2
31,13,-1.360000,1.360000,-1.360000,2
31,21,1.360000,-1.360000,-1.360000,2
31,37,1.360000,1.360000,1.360000,2
32,14,-1.360000,1.360000,-1.360000,2
32,22,1.360000,-1.360000,-1.360000,2
32,37,-1.360000,-1.360000,1.360000,2
33,16,-1.360000,1.360000,-1.360000,2
33,18,-1.360000,-1.360000,1.360000,2
33,38,1.360000,1.360000,1.360000,2
34,17,-1.360000,1.360000,-1.360000,2
34,20,-1.360000,-1.360000,1.360000,2
34,38,1.360000,-1.360000,-1.360000,2
35,27,-1.360000,-1.360000,-1.360000,2
35,29,1.360000,-1.360000,1.360000,2
35,39,-1.360000,1.360000,1.360000,2
36,28,-1.360000,-1.360000,-1.360000,2
36,30,1.360000,-1.360000,1.360000,2
36,39,1.360000,1.360000,-1.360000,2
37,31,-1.360000,-1.360000,-1.360000,2
37,32,1.360000,1.360000,-1.360000,2
38,33,-1.360000,-1.360000,-1.360000,2
38,34,-1.360000,1.360000,1.360000,2
39,35,1.360000,-1.360000,-1.360000,2
39,36,-1.360000,-1.360000,1.360000,2
