2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
2,2,6,2,2,1.84,4.8,0
