1,2,-1.360000,-1.360000,-1.360000,2
1,3,1.360000,1.360000,-1.360000,2
1,4,-1.360000,1.360000,1.360000,2
1,5,1.360000,-1.360000,1.360000,2
2,1,1.360000,1.360000,1.360000,2
2,24,-1.360000,1.360000,-1.360000,2
2,26,1.360000,-1.360000,-1.360000,2
3,1,-1.360000,-1.360000,1.360000,2
3,6,-1.360000,1.360000,-1.360000,2
3,7,1.360000,-1.360000,-1.360000,2
3,8,1.360000,1.360000,1.360000,2
4,1,1.360000,-1.360000,-1.360000,2
4,27,-1.360000,1.360000,-1.360000,2
5,1,-1.360000,1.360000,-1.360000,2
5,28,1.360000,-1.360000,-1.360000,2
6,3,1.360000,-1.360000,1.360000,2
6,9,-1.360000,-1.360000,-1.360000,2
6,10,1.360000,1.360000,-1.360000,2
6,11,-1.360000,1.360000,1.360000,2
7,3,-1.360000,1.360000,1.360000,2
7,15,-1.360000,-1.360000,-1.360000,2
7,16,1.360000,1.360000,-1.360000,0
7,17,1.360000,-1.360000,1.360000,2
8,3,-1.360000,-1.360000,-1.360000,2
8,25,1.360000,1.360000,-1.360000,2
9,6,1.360000,1.360000,1.360000,2
9,22,-1.360000,1.360000,-1.360000,2
9,23,1.360000,-1.360000,-1.360000,2
9,24,-1.360000,-1.360000,1.360000,2
10,6,-1.360000,-1.360000,1.360000,2
10,12,-1.360000,1.360000,-1.360000,2
10,13,1.360000,-1.360000,-1.360000,0
10,14,1.360000,1.360000,1.360000,2
11,6,1.360000,-1.360000,-1.360000,2
11,27,-1.360000,-1.360000,1.360000,2
12,10,1.360000,-1.360000,1.360000,2
12,29,-1.360000,-1.360000,-1.360000,2
13,10,-1.360000,1.360000,1.360000,0
13,16,1.360000,-1.360000,1.360000,0
13,18,-1.360000,-1.360000,-1.360000,0
13,19,1.360000,1.360000,-1.360000,0
14,10,-1.360000,-1.360000,-1.360000,2
14,25,1.360000,-1.360000,1.360000,2
15,7,1.360000,1.360000,1.360000,2
15,23,-1.360000,1.360000,-1.360000,2
15,26,-1.360000,-1.360000,1.360000,2
16,7,-1.360000,-1.360000,1.360000,0
16,13,-1.360000,1.360000,-1.360000,0
16,20,1.360000,-1.360000,-1.360000,0
16,21,1.360000,1.360000,1.360000,0
17,7,-1.360000,1.360000,-1.360000,2
17,28,-1.360000,-1.360000,1.360000,2
18,13,1.360000,1.360000,1.360000,0
18,23,-1.360000,-1.360000,1.360000,2
18,30,-1.360000,1.360000,-1.360000,2
19,13,-1.360000,-1.360000,1.360000,0
20,16,-1.360000,1.360000,1.360000,0
21,16,-1.360000,-1.360000,-1.360000,0
21,25,-1.360000,1.360000,1.360000,2
22,9,1.360000,-1.360000,1.360000,2
22,29,1.360000,1.360000,-1.360000,2
23,9,-1.360000,1.360000,1.360000,2
23,15,1.360000,-1.360000,1.360000,2
23,18,1.360000,1.360000,-1.360000,2
24,9,1.360000,1.360000,-1.360000,2
24,2,1.360000,-1.360000,1.360000,2
24,31,-1.360000,1.360000,1.360000,2
25,8,-1.360000,-1.360000,1.360000,2
25,14,-1.360000,1.360000,-1.360000,2
25,21,1.360000,-1.360000,-1.360000,2
26,2,-1.360000,1.360000,1.360000,2
26,15,1.360000,1.360000,-1.360000,2
26,32,1.360000,-1.360000,1.360000,2
27,4,1.360000,-1.360000,1.360000,2
27,11,1.360000,1.360000,-1.360000,2
27,31,-1.360000,-1.360000,-1.360000,2
28,5,-1.360000,1.360000,1.360000,2
28,17,1.360000,1.360000,-1.360000,2
28,32,-1.360000,-1.360000,-1.360000,2
29,12,1.360000,1.360000,1.360000,2
29,22,-1.360000,-1.360000,1.360000,2
29,30,1.360000,-1.360000,-1.360000,2
30,18,1.360000,-1.360000,1.360000,2
30,29,-1.360000,1.360000,1.360000,2
31,24,1.360000,-1.360000,-1.360000,2
31,27,1.360000,1.360000,1.360000,2
32,26,-1.360000,1.360000,-1.360000,2
32,28,1.360000,1.360000,1.360000,2
